2026-06-02 22:37:24,"YESTECH-SK","Final merge of 'feature/executing-diagnostic'"
2026-06-02 22:37:14,"YESTECH-SK","Executing diagnostic scripts to monitor cookie headers (o100-diag-session)"
2026-06-02 12:07:33,"YESTECH-SK","Merge branch 'feature/resolving-ajax-state'"
2026-06-02 12:07:33,"YESTECH-SK","Executing diagnostic scripts to monitor cookie headers (o100-diag-session)"
2026-06-01 19:35:52,"YESTECH-SK","Merge branch 'feature/refactoring-the-loya'"
2026-06-01 19:35:52,"YESTECH-SK","Resolving AJAX state desynchronization in the product modal popup"
2026-06-01 15:55:01,"YESTECH-SK","Refactoring the loyalty proxy routing to bypass default Woo templates"
2026-06-01 12:27:05,"YESTECH-SK","Merge branch 'feature/tracing-session-id-p' for milestone release"
2026-06-01 12:27:05,"YESTECH-SK","Merge branch 'feature/building-the-product'"
2026-06-01 12:27:05,"YESTECH-SK","Tracing session ID persistence across guest-to-logged-in transitions"
2026-05-31 22:57:44,"YESTECH-SK","Merge branch 'feature/applying-python-patc'"
2026-05-31 22:57:44,"YESTECH-SK","Building the Product Modal UI component for single product pages"
2026-05-31 19:23:58,"YESTECH-SK","Applying Python patches to the referral logic admin dashboard"
2026-05-31 16:46:04,"YESTECH-SK","Merge branch 'feature/diagnosing-php-sessi'"
2026-05-31 16:46:04,"YESTECH-SK","Applying Python patches to the referral logic admin dashboard"
2026-05-31 12:08:45,"YESTECH-SK","Merge branch 'feature/developing-unique-dy'"
2026-05-31 12:08:45,"YESTECH-SK","Diagnosing PHP session handling issues within the Loyalty proxy frontend"
2026-05-28 00:21:08,"YESTECH-SK","Developing unique, dynamic coupon issuance logic for eligible users"
2026-05-27 16:30:33,"YESTECH-SK","Developing unique, dynamic coupon issuance logic for eligible users"
2026-05-27 12:44:24,"YESTECH-SK","Merge branch 'feature/enabling-high-fideli'"
2026-05-27 12:44:24,"YESTECH-SK","Developing unique, dynamic coupon issuance logic for eligible users"
2026-05-27 00:40:25,"YESTECH-SK","Enabling high-fidelity real-time mockups for Advocate Email templates"
2026-05-26 18:13:00,"YESTECH-SK","Merge branch 'feature/integrating-the-camp'"
2026-05-26 18:13:00,"YESTECH-SK","Enabling high-fidelity real-time mockups for Advocate Email templates"
2026-05-26 13:51:02,"YESTECH-SK","Merge branch 'feature/building-the-backend'"
2026-05-26 13:51:02,"YESTECH-SK","Integrating the campaign saving logic to persist custom rules"
2026-05-26 03:11:04,"YESTECH-SK","Building the backend logic for O100_Loyalty_Cron to auto-dispatch rewards"
2026-05-25 20:21:02,"YESTECH-SK","Building the backend logic for O100_Loyalty_Cron to auto-dispatch rewards"
2026-05-25 16:50:35,"YESTECH-SK","Merge branch 'feature/finalizing-the-react'"
2026-05-25 16:50:35,"YESTECH-SK","Building the backend logic for O100_Loyalty_Cron to auto-dispatch rewards"
2026-05-25 13:23:53,"YESTECH-SK","Merge branch 'feature/refactoring-guest-vs'"
2026-05-25 13:23:53,"YESTECH-SK","Finalizing the React-inspired wizard for Monthly Rewards target audience"
2026-05-22 23:12:34,"YESTECH-SK","Merge branch 'hotfix/debugging-the-distan'"
2026-05-22 23:12:34,"YESTECH-SK","Refactoring guest vs logged-in user routing during checkout"
2026-05-22 13:46:26,"YESTECH-SK","Merge branch 'feature/implementing-live-pr'"
2026-05-22 13:46:26,"YESTECH-SK","Debugging the distance-based delivery fee matrix calculation"
2026-05-21 16:44:29,"YESTECH-SK","Merge branch 'feature/writing-ajax-handler'"
2026-05-21 16:44:29,"YESTECH-SK","Implementing live preview mockup for the Advocate Email template"
2026-05-19 23:38:49,"YESTECH-SK","Merge branch 'feature/building-the-react-i'"
2026-05-19 23:38:49,"YESTECH-SK","Writing AJAX handlers for dynamic product addons price calculations"
2026-05-19 16:50:12,"YESTECH-SK","Merge branch 'feature/decoupling-legacy-ex'"
2026-05-19 16:50:12,"YESTECH-SK","Building the React-inspired UI structure for Loyalty Proxy Admin"
2026-05-19 14:43:44,"YESTECH-SK","Merge branch 'feature/syncing-global-prima'"
2026-05-19 14:43:44,"YESTECH-SK","Decoupling legacy ExFood payment gateway hooks from checkout"
2026-05-19 12:21:09,"YESTECH-SK","Merge branch 'feature/handling-ajax-side-c'"
2026-05-19 12:21:09,"YESTECH-SK","Syncing global primary brand colors into the Loyalty UI state"
2026-05-16 01:35:25,"YESTECH-SK","Merge branch 'feature/building-the-conditi'"
2026-05-16 01:35:25,"YESTECH-SK","Handling AJAX side-cart updates without full page reloads"
2026-05-15 23:27:20,"YESTECH-SK","Building the conditional logic engine for Product Addons"
2026-05-15 20:52:25,"YESTECH-SK","Merge branch 'feature/handling-ajax-side-c'"
2026-05-15 20:52:25,"YESTECH-SK","Building the conditional logic engine for Product Addons"
2026-05-15 17:09:52,"YESTECH-SK","Merge branch 'feature/designing-the-react-'"
2026-05-15 17:09:52,"YESTECH-SK","Handling AJAX side-cart updates without full page reloads"
2026-05-15 12:18:30,"YESTECH-SK","Merge branch 'feature/abstracting-the-core'"
2026-05-15 12:18:30,"YESTECH-SK","Designing the React-style floating side-cart UI components"
2026-05-14 02:20:44,"YESTECH-SK","Merge branch 'feature/refactoring-the-lega'"
2026-05-14 02:20:44,"YESTECH-SK","Abstracting the core Reservation/Booking widget logic"
2026-05-13 18:04:04,"YESTECH-SK","Merge branch 'hotfix/debugging-api-key-re'"
2026-05-13 18:04:04,"YESTECH-SK","Refactoring the legacy ExFood delivery fee calculation matrix"
2026-05-13 13:27:40,"YESTECH-SK","Merge branch 'feature/writing-backend-logi'"
2026-05-13 13:27:40,"YESTECH-SK","Debugging API key restrictions for Google Distance Matrix"
2026-05-13 02:09:51,"YESTECH-SK","Writing backend logic to restrict checkout based on delivery radius"
2026-05-12 13:33:16,"YESTECH-SK","Merge branch 'feature/integrating-google-m'"
2026-05-12 13:33:16,"YESTECH-SK","Writing backend logic to restrict checkout based on delivery radius"
2026-05-10 22:19:58,"YESTECH-SK","Integrating Google Maps API for delivery distance calculation"
2026-05-10 16:46:11,"YESTECH-SK","Merge branch 'feature/reservation-function'"
2026-05-10 16:46:11,"YESTECH-SK","Integrating Google Maps API for delivery distance calculation"
2026-05-09 00:11:48,"YESTECH-SK","Merge branch 'feature/testing-branch-speci'"
2026-05-09 00:11:48,"YESTECH-SK","Reservation Function Develop"
2026-05-08 16:42:44,"YESTECH-SK","Merge branch 'feature/simulating-high-late'"
2026-05-08 16:42:44,"YESTECH-SK","Testing branch specific delivery method"
2026-05-08 13:39:30,"YESTECH-SK","Merge branch 'feature/overtime-testing-bra'"
2026-05-08 13:39:30,"YESTECH-SK","Simulating high latency network conditions to test AJAX loading spinner"
2026-05-08 02:29:05,"YESTECH-SK","Merge branch 'feature/checking-that-branch'"
2026-05-08 02:29:05,"YESTECH-SK","Overtime: Testing branch specific pickup methods"
2026-05-07 23:19:20,"YESTECH-SK","Checking that branch-specific minimum order amounts block checkout"
2026-05-07 18:47:15,"YESTECH-SK","Merge branch 'feature/verifying-email-rece'"
2026-05-07 18:47:15,"YESTECH-SK","Checking that branch-specific minimum order amounts block checkout"
2026-05-07 14:34:25,"YESTECH-SK","Merge branch 'feature/resolving-js-console'"
2026-05-07 14:34:25,"YESTECH-SK","Verifying email receipt reflects the chosen branch address and method"
2026-05-05 00:32:33,"YESTECH-SK","Merge branch 'feature/ensuring-next-availa'"
2026-05-05 00:32:33,"YESTECH-SK","Resolving JS console warnings triggered by rapid location switching"
2026-05-04 16:47:24,"YESTECH-SK","Merge branch 'feature/overtime-testing-bra'"
2026-05-04 16:47:24,"YESTECH-SK","Ensuring 'Next Available' time is calculated correctly per branch timezone"
2026-05-04 01:51:17,"YESTECH-SK","Merge branch 'feature/testing-cart-total-r'"
2026-05-04 01:51:17,"YESTECH-SK","Overtime: Testing branch specific pickup methods"
2026-05-03 23:22:55,"YESTECH-SK","Merge branch 'feature/validating-time-slot'"
2026-05-03 23:22:55,"YESTECH-SK","Testing cart total recalculation when switching methods at checkout"
2026-05-03 19:40:24,"YESTECH-SK","Merge branch 'feature/testing-branch-speci'"
2026-05-03 19:40:24,"YESTECH-SK","Validating time-slot generation when branch switches from open to closed"
2026-05-03 15:31:53,"YESTECH-SK","Merge branch 'hotfix/late-evening-coding-'"
2026-05-03 15:31:53,"YESTECH-SK","Testing branch specific pickup methods"
2026-05-01 23:19:19,"YESTECH-SK","Merge branch 'hotfix/fixing-layout-jitter'"
2026-05-01 23:19:19,"YESTECH-SK","Late evening coding: Fixing footer overlap in admin dashboard"
2026-05-01 17:38:42,"YESTECH-SK","Fixing layout jitter when switching between Loyalty tabs"
2026-05-01 14:17:19,"YESTECH-SK","Merge branch 'feature/refactoring-the-reac' for milestone release"
2026-05-01 14:17:19,"YESTECH-SK","Merge branch 'feature/running-automated-ui'"
2026-05-01 14:17:19,"YESTECH-SK","Refactoring the React portal mounting point to avoid DOM conflicts"
2026-04-30 16:49:32,"YESTECH-SK","Running automated UI regression tests on various screen resolutions"
2026-04-30 11:39:48,"YESTECH-SK","Merge branch 'feature/testing-ui-stability'"
2026-04-30 11:39:48,"YESTECH-SK","Running automated UI regression tests on various screen resolutions"
2026-04-29 00:39:14,"YESTECH-SK","Testing UI stability against WordPress 6.5 core updates"
2026-04-28 15:33:47,"YESTECH-SK","Merge branch 'feature/ensuring-the-save-ch'"
2026-04-28 15:33:47,"YESTECH-SK","Testing UI stability against WordPress 6.5 core updates"
2026-04-28 12:47:43,"YESTECH-SK","Merge branch 'hotfix/late-evening-coding-'"
